Target;Input01;Input02;Input03;Input04;Input05;Input06;Input07;Input08
761,83;10,16;949,36;545,13;45,84;57,84;11,57;52,33;2007,22
760,44;10,22;949,50;546,62;46,82;57,93;11,59;52,34;2041,02
758,08;10,18;949,50;547,50;47,23;58,03;11,61;52,31;2038,89
756,77;10,23;949,23;548,75;46,32;58,12;11,62;52,30;2036,09
753,26;10,19;949,50;547,38;46,23;58,21;11,64;52,29;2009,90
756,69;10,18;949,36;545,50;46,82;58,26;11,65;52,28;2021,18
759,30;10,16;949,76;550,38;45,06;58,28;11,66;52,28;1990,49
750,90;10,15;949,23;549,87;46,15;58,22;11,64;52,27;2002,84
755,06;10,18;949,50;545,75;46,14;58,08;11,62;52,26;2008,36
760,61;10,18;949,63;549,00;45,06;57,86;11,57;52,26;1997,71
755,63;10,18;949,63;553,00;45,93;57,58;11,52;52,25;2009,03
759,79;10,18;949,50;546,25;45,80;57,22;11,44;52,24;2007,61
753,51;10,18;949,36;559,75;46,19;56,82;11,36;52,24;2003,31
759,79;10,18;949,36;556,50;45,93;56,38;11,28;52,26;2005,87
757,10;10,18;949,23;544,37;45,80;55,94;11,19;52,26;2003,39
759,87;10,18;949,50;550,50;45,53;55,50;11,10;52,26;2011,59
758,89;10,18;949,63;543,75;46,38;55,12;11,02;52,27;2007,14
753,02;10,18;949,50;538,50;45,67;54,81;10,96;52,27;1993,84
755,30;10,18;949,23;545,13;45,49;54,60;10,92;52,28;2009,19
760,85;10,18;949,89;541,25;47,25;54,46;10,89;52,29;2033,88
760,12;10,18;949,63;539,25;46,51;54,44;10,89;52,30;2017,39
756,28;10,18;949,10;546,62;46,53;54,49;10,90;52,30;2026,78
754,65;10,18;949,10;539,87;47,78;54,60;10,92;52,30;2017,35
761,75;10,18;949,63;542,00;45,47;54,76;10,95;52,32;1989,82
760,44;10,18;949,36;543,38;46,12;54,96;10,99;52,32;2008,56
759,46;10,08;949,10;546,88;46,51;55,20;11,04;52,35;1983,07
754,90;10,17;949,50;539,75;46,88;55,46;11,09;52,37;1997,75
753,02;10,22;949,76;542,62;45,78;55,70;11,14;52,38;2000,08
762,08;10,25;949,63;538,75;48,23;56,02;11,20;52,38;2065,44
754,57;10,23;948,97;550,25;47,87;56,28;11,26;52,38;2068,64
759,71;10,25;949,63;555,88;48,12;56,53;11,31;52,38;2055,74
758,65;10,21;949,63;541,00;46,80;56,76;11,35;52,38;2013,25
767,05;10,18;949,23;540,00;46,70;56,96;11,39;52,40;2025,24
762,97;10,19;949,50;544,75;46,40;57,17;11,43;52,40;2014,99
765,18;10,17;949,89;544,87;47,23;57,34;11,47;52,40;2030,85
752,12;10,16;949,23;550,38;46,94;57,49;11,50;52,40;2035,90
750,82;10,18;949,36;545,63;44,98;57,65;11,53;52,39;1980,98
762,24;10,17;949,63;544,75;46,77;57,77;11,55;52,37;2038,58
749,59;10,18;949,36;539,63;46,68;57,93;11,59;52,37;2034,95
751,71;10,18;949,63;539,25;46,19;58,06;11,61;52,35;2016,01
749,75;10,18;949,36;549,50;46,30;58,18;11,64;52,32;2005,48
760,36;10,18;949,63;544,87;45,59;58,29;11,66;52,30;1994,75
756,20;10,18;949,23;539,87;46,71;58,37;11,67;52,29;2025,52
755,96;10,18;949,36;545,37;47,30;58,41;11,68;52,28;2044,58
755,06;10,18;949,23;547,38;46,26;58,37;11,67;52,27;2040,31
761,42;10,18;949,50;544,00;46,92;58,26;11,65;52,25;2025,44
753,51;10,18;949,76;546,25;47,13;58,06;11,61;52,24;2064,34
754,90;10,18;949,76;548,00;47,29;57,78;11,56;52,26;2055,19
758,16;10,18;949,23;541,00;47,57;57,45;11,49;52,26;2053,69
751,06;10,18;949,50;559,13;46,68;57,07;11,41;52,29;2030,61
758,49;10,18;949,23;540,63;45,72;56,66;11,33;52,31;2003,07
759,96;10,18;949,36;541,62;46,29;56,21;11,24;52,34;2015,22
750,08;10,17;949,63;540,25;46,55;55,75;11,15;52,36;2017,12
752,53;10,26;949,50;550,25;46,23;55,34;11,07;52,39;2023,51
760,61;10,21;949,36;535,87;46,26;54,97;10,99;52,41;1989,98
758,73;10,20;949,50;543,75;46,70;54,69;10,94;52,42;2039,72
759,87;10,19;949,36;544,37;46,47;54,51;10,90;52,43;1997,83
759,22;10,21;949,63;548,63;46,92;54,43;10,89;52,43;2009,03
758,00;10,21;949,36;541,00;47,06;54,43;10,89;52,42;2000,51
758,49;10,15;949,23;544,00;45,97;54,50;10,90;52,43;1983,86
758,57;10,16;949,50;544,25;46,36;54,63;10,93;52,42;2000,79
756,85;10,15;949,36;547,00;46,67;54,81;10,96;52,42;2001,34
753,02;10,16;949,50;542,62;46,86;55,02;11,00;52,42;2028,01
751,39;10,18;949,36;544,75;45,41;55,26;11,05;52,43;1965,60
758,57;10,18;949,50;545,88;45,61;55,50;11,10;52,44;2000,94
761,18;10,19;949,50;545,63;47,16;55,74;11,15;52,44;2007,37
756,77;10,19;949,36;549,25;46,86;56,01;11,20;52,44;2015,90
758,89;10,18;949,63;546,88;47,03;56,21;11,24;52,44;2025,28
759,79;10,18;949,36;542,50;45,91;56,43;11,29;52,44;2033,10
759,79;10,18;949,36;547,00;47,02;56,63;11,33;52,44;2038,14
757,43;10,18;949,50;550,88;47,02;56,80;11,36;52,44;2057,12
749,19;10,18;949,63;548,00;47,65;56,97;11,39;52,45;2057,83
758,40;10,18;949,63;532,38;47,78;57,11;11,42;52,46;2039,92
759,06;10,18;949,36;547,25;46,95;57,25;11,45;52,46;2039,57
756,20;10,18;949,23;541,88;48,54;57,38;11,48;52,45;2077,52
755,06;10,18;949,36;538,00;49,41;57,52;11,50;52,46;2092,55
756,20;10,18;949,36;550,88;47,74;57,64;11,53;52,45;2030,96
754,90;10,18;949,63;541,25;47,74;57,75;11,55;52,46;2043,75
759,71;10,19;949,63;547,62;47,99;57,86;11,57;52,46;2048,76
761,42;10,14;949,36;547,62;47,92;57,97;11,59;52,47;2061,42
759,06;10,28;949,10;549,37;47,12;58,09;11,62;52,47;2034,24
753,92;10,21;949,36;550,25;46,53;58,16;11,63;52,47;2012,78
759,06;10,23;949,50;542,12;47,48;58,24;11,65;52,46;2050,45
761,50;10,23;949,50;546,00;47,12;58,29;11,66;52,45;2048,56
758,81;10,22;949,76;540,75;48,34;58,29;11,66;52,44;2063,71
753,10;10,20;949,63;551,12;46,86;58,22;11,64;52,43;2027,30
753,92;10,17;949,23;544,25;47,10;58,07;11,61;52,44;2017,35
756,37;10,14;949,23;548,25;47,61;57,85;11,57;52,44;2037,63
758,24;10,15;949,50;544,50;46,09;57,55;11,51;52,46;2011,40
761,67;10,16;949,36;546,00;46,77;57,20;11,44;52,46;2011,04
759,71;10,14;949,50;551,38;46,61;56,80;11,36;52,46;2008,16
759,55;10,19;949,36;543,25;45,64;56,37;11,27;52,47;2012,07
757,51;10,17;949,23;552,12;45,88;55,91;11,18;52,47;2011,28
753,43;10,19;949,50;546,00;45,99;55,49;11,10;52,47;2007,02
762,16;10,19;949,50;544,25;45,16;55,07;11,01;52,48;1982,09
761,34;10,18;949,63;540,75;45,80;54,79;10,96;52,49;2004,89
769,66;10,18;949,36;544,63;46,53;54,62;10,92;52,49;2017,12
766,81;10,18;949,50;544,37;46,83;54,53;10,91;52,49;2013,73
753,67;10,18;949,63;544,50;46,65;54,52;10,90;52,48;2006,66
746,98;10,18;949,50;544,50;46,77;54,61;10,92;52,48;2006,19
745,27;10,18;949,23;544,50;46,51;54,74;10,95;52,48;1996,60
755,55;10,18;949,50;547,50;47,67;54,92;10,98;52,48;2036,80
765,34;10,18;949,36;548,75;46,59;55,14;11,03;52,48;2008,68
756,61;10,18;949,63;547,75;46,44;55,41;11,08;52,49;1973,88
759,79;10,14;949,63;546,12;46,36;55,67;11,13;52,51;1998,10
757,26;10,01;949,63;547,75;46,05;55,95;11,19;52,53;1995,81
753,26;10,31;949,10;545,88;45,85;56,22;11,24;52,55;1978,73
761,91;10,19;949,36;546,12;46,63;56,48;11,30;52,55;2022,17
760,61;10,16;949,50;543,38;47,50;56,71;11,34;52,55;2043,12
756,85;10,25;949,76;543,63;45,78;56,92;11,38;52,53;1999,56
750,82;10,21;949,50;548,75;48,93;57,12;11,42;52,53;2083,55
753,34;10,22;949,50;547,75;47,91;57,30;11,46;52,55;2072,19
753,51;10,21;949,10;543,38;45,79;57,46;11,49;52,57;1998,54
755,39;10,16;949,36;546,25;47,55;57,61;11,52;52,57;2046,78
761,91;10,15;949,63;550,25;46,76;57,73;11,55;52,57;2035,66
760,12;10,16;949,63;549,63;46,94;57,86;11,57;52,57;2016,64
756,12;10,17;949,36;548,75;46,78;57,98;11,60;52,57;2009,74
752,20;10,16;949,36;545,25;46,30;58,09;11,62;52,56;2012,34
752,94;10,18;949,63;545,25;47,02;58,18;11,64;52,54;2023,59
756,04;10,16;949,63;543,12;46,74;58,26;11,65;52,52;2025,56
760,61;10,17;949,50;543,38;46,56;58,30;11,66;52,49;2034,87
760,69;10,17;949,36;549,13;46,41;58,30;11,66;52,47;2017,75
758,24;10,18;949,36;546,12;45,76;58,22;11,64;52,46;2018,38
754,49;10,18;949,36;545,25;47,82;58,06;11,61;52,44;2038,58
757,59;10,18;949,50;552,12;46,21;57,82;11,56;52,44;2023,67
761,34;10,18;949,63;548,37;47,03;57,51;11,50;52,44;2026,11
762,08;10,18;949,76;543,25;45,95;57,15;11,43;52,44;2007,06
756,93;10,18;949,36;549,00;45,82;56,75;11,35;52,45;2018,46
753,26;10,18;949,36;550,50;47,10;56,32;11,26;52,46;2050,93
758,00;10,18;949,63;550,25;46,78;55,87;11,17;52,48;2029,15
755,63;10,18;949,23;545,13;45,99;55,44;11,09;52,49;2003,15
761,67;10,06;949,50;538,38;45,12;55,07;11,01;52,52;2000,94
757,10;10,18;949,63;549,13;45,99;54,77;10,95;52,55;1988,95
754,81;10,25;949,36;548,37;45,49;54,59;10,92;52,55;1969,54
755,06;10,16;949,50;538,88;46,72;54,49;10,90;52,55;2021,62
761,83;10,25;949,76;543,75;45,78;54,48;10,90;52,55;2001,73
761,02;10,24;949,23;547,00;46,34;54,54;10,91;52,53;2005,76
760,61;10,23;949,50;531,75;47,04;54,66;10,93;52,52;2021,93
761,59;10,23;949,76;541,50;47,18;54,82;10,96;52,51;2015,82
759,06;10,18;949,63;548,50;47,46;55,03;11,01;52,52;2010,53
751,22;10,16;949,10;541,75;46,17;55,26;11,05;52,52;2014,91
755,39;10,18;949,50;551,88;46,59;55,53;11,11;52,53;1990,80
761,34;10,17;949,76;547,75;46,35;55,78;11,16;52,53;1985,76
761,50;10,18;949,76;543,00;46,88;56,02;11,20;52,54;2011,79
758,57;10,18;949,10;546,25;46,85;56,23;11,25;52,53;2005,87
752,86;10,19;949,10;547,75;45,67;56,47;11,29;52,52;2016,37
750,82;10,18;949,63;553,37;47,31;56,65;11,33;52,51;2045,17
752,45;10,18;949,50;546,12;46,92;56,83;11,37;52,51;2027,45
752,04;10,18;949,36;543,50;47,67;56,99;11,40;52,49;2037,67
760,28;10,18;949,36;547,50;46,47;57,16;11,43;52,49;2020,51
761,18;10,18;949,63;536,63;47,38;57,30;11,46;52,49;2035,34
759,30;10,18;949,89;546,50;47,12;57,46;11,49;52,48;2040,28
756,37;10,18;949,10;538,75;47,89;57,60;11,52;52,48;2055,66
755,71;10,18;949,10;545,13;46,78;57,74;11,55;52,47;2027,02
760,20;10,18;949,63;548,50;47,78;57,87;11,57;52,46;2057,40
756,37;10,18;949,76;541,75;46,99;58,01;11,60;52,48;2046,35
752,94;10,18;949,10;550,50;46,95;58,14;11,63;52,44;2028,05
761,99;10,18;949,10;550,50;46,23;58,26;11,65;52,44;2028,40
767,46;10,26;949,76;544,50;46,48;58,36;11,67;52,45;1989,58
766,56;10,21;949,89;545,63;46,94;58,42;11,68;52,44;2028,24
770,73;10,13;949,10;550,62;46,35;58,42;11,68;52,43;2034,20
753,67;10,25;949,36;540,37;45,49;58,32;11,66;52,42;1993,65
748,86;10,19;949,63;545,88;46,57;58,17;11,63;52,40;1995,74
754,73;10,22;949,76;541,38;46,23;57,91;11,58;52,40;2025,13
753,84;10,18;949,50;543,87;45,49;57,59;11,52;52,38;2001,26
763,63;10,17;949,36;555,38;47,09;57,23;11,45;52,37;2017,59
761,18;10,16;949,50;540,75;46,19;56,82;11,36;52,37;1997,16
759,14;10,16;949,23;546,88;45,02;56,38;11,28;52,38;1974,75
757,18;10,17;949,76;546,75;46,50;55,93;11,19;52,37;2025,21
753,84;10,18;949,10;547,50;45,32;55,47;11,09;52,38;1995,70
753,67;10,19;949,36;545,75;45,40;55,07;11,01;52,38;1986,90
754,24;10,18;949,63;551,00;45,08;54,76;10,95;52,37;1980,23
756,85;10,20;949,63;542,75;45,51;54,57;10,91;52,38;2001,38
763,71;10,19;949,36;534,12;45,61;54,47;10,89;52,39;1997,24
755,47;10,19;949,36;544,50;46,24;54,44;10,89;52,41;2010,88
753,84;10,19;949,63;536,37;45,87;54,47;10,89;52,42;2017,75
753,02;10,18;949,63;544,25;45,38;54,58;10,92;52,43;1982,09
762,08;10,18;949,50;540,25;45,80;54,73;10,95;52,43;1988,60
756,77;10,18;949,50;543,25;46,61;54,91;10,98;52,43;2007,37
753,43;10,18;949,23;550,62;46,80;55,14;11,03;52,43;2011,63
761,83;10,18;949,63;556,25;46,03;55,38;11,08;52,43;1993,41
761,10;10,18;949,50;550,00;47,31;55,63;11,13;52,44;2038,97
756,20;10,18;949,23;548,13;47,66;55,91;11,18;52,45;2031,79
751,88;10,18;949,50;539,25;46,57;56,18;11,24;52,46;1998,46
759,71;10,01;949,23;540,13;46,17;56,43;11,29;52,47;1980,59
760,44;10,12;948,70;543,38;46,09;56,66;11,33;52,49;2000,75
757,83;10,11;949,50;541,88;45,97;56,89;11,38;52,49;2013,05
751,71;10,27;949,63;535,37;47,55;57,08;11,42;52,49;2064,10
759,46;10,26;949,63;540,37;47,40;57,27;11,45;52,49;2049,43
760,04;10,25;949,50;542,38;47,53;57,42;11,48;52,49;2059,05
752,86;10,25;949,50;539,25;47,74;57,59;11,52;52,48;2053,81
752,69;10,18;949,10;549,37;47,27;57,72;11,54;52,48;2024,73
759,55;10,21;949,36;548,87;47,93;57,87;11,57;52,49;2043,55
761,91;10,16;949,50;551,88;46,30;57,98;11,60;52,51;1984,37
756,45;10,17;949,89;547,38;46,09;58,10;11,62;52,49;2005,05
754,57;10,17;949,63;543,50;46,53;58,21;11,64;52,48;2034,16
761,42;10,17;949,63;553,63;46,34;58,28;11,66;52,44;2020,51
762,24;10,16;949,50;546,38;47,55;58,31;11,66;52,40;2041,58
760,93;10,18;949,10;546,38;45,36;58,29;11,66;52,36;1987,57
755,22;10,17;949,50;537,88;47,63;58,20;11,64;52,34;2032,23
753,02;10,18;949,89;542,88;46,38;58,01;11,60;52,32;2017,16
753,59;10,18;949,63;538,62;47,30;57,76;11,55;52,30;2039,57
761,02;10,18;949,36;547,50;46,71;57,43;11,49;52,29;2010,61
760,36;10,18;949,23;550,88;46,05;57,02;11,40;52,28;2011,71
759,46;10,18;949,63;549,75;47,06;56,60;11,32;52,27;2046,03
758,40;10,18;949,63;545,88;47,10;56,13;11,23;52,28;2042,05
749,59;10,18;949,76;545,25;46,99;55,64;11,13;52,27;2080,71
760,52;10,18;949,36;545,00;48,07;55,19;11,04;52,28;2068,48
758,40;10,18;949,23;545,63;47,66;54,86;10,97;52,30;2075,27
751,39;10,18;949,36;543,12;47,38;54,66;10,93;52,32;2041,18
751,47;10,07;949,76;550,62;47,13;54,54;10,91;52,35;2026,43
759,87;10,17;949,63;547,38;46,68;54,52;10,90;52,37;2011,12
760,28;10,15;949,36;550,75;45,36;54,56;10,91;52,39;1987,41
759,96;10,23;949,10;541,88;47,63;54,65;10,93;52,41;2031,08
758,08;10,28;949,50;540,13;46,48;54,79;10,96;52,41;2015,34
753,34;10,23;949,36;548,50;47,39;54,98;11,00;52,40;2043,51
754,49;10,26;949,36;548,13;46,48;55,17;11,03;52,39;1993,41
758,81;10,19;949,50;545,75;47,55;55,43;11,09;52,38;2002,92
761,83;10,20;949,63;548,50;47,36;55,69;11,14;52,41;2022,05
760,20;10,18;949,76;540,00;45,79;55,94;11,19;52,42;1986,54
766,64;10,16;949,76;541,13;46,02;56,21;11,24;52,42;1975,10
767,38;10,18;949,23;547,50;45,99;56,44;11,29;52,41;2000,08
763,14;10,17;949,36;545,63;46,05;56,67;11,33;52,40;2008,24
760,93;10,19;949,50;544,50;46,12;56,90;11,38;52,38;2011,44
747,96;10,19;949,50;541,88;46,91;57,10;11,42;52,37;2017,87
747,80;10,18;949,36;542,38;46,29;57,28;11,46;52,35;2010,92
754,81;10,18;949,76;552,00;45,70;57,45;11,49;52,33;2016,41
753,43;10,18;949,50;545,63;46,20;57,61;11,52;52,30;2023,71
751,14;10,18;949,23;545,25;46,55;57,75;11,55;52,29;2012,86
750,08;10,18;949,23;541,50;45,95;57,89;11,58;52,27;1993,53
757,75;10,18;949,76;546,62;46,21;58,02;11,60;52,24;2013,13
757,18;10,18;949,36;540,63;47,71;58,13;11,63;52,22;2048,40
754,98;10,18;949,50;546,38;46,94;58,24;11,65;52,19;2024,22
753,59;10,18;949,23;549,00;47,95;58,32;11,66;52,16;2059,76
755,06;10,18;949,36;542,50;46,30;58,36;11,67;52,13;2006,15
754,24;10,18;949,50;544,00;47,51;58,34;11,67;52,13;2043,00
755,22;10,13;949,50;549,50;46,95;58,24;11,65;52,15;2032,78
753,18;10,14;949,63;547,50;46,47;58,07;11,61;52,17;2012,90
757,34;10,11;949,50;546,50;45,91;57,82;11,56;52,18;2013,09
760,44;10,21;948,97;540,87;45,68;57,49;11,50;52,19;1995,46
753,92;10,27;949,63;543,50;46,76;57,12;11,42;52,21;2028,20
752,53;10,22;949,63;547,75;46,77;56,69;11,34;52,22;2034,99
754,81;10,26;949,50;546,75;46,35;56,25;11,25;52,23;2013,29
761,50;10,18;948,97;544,63;45,73;55,78;11,16;52,25;2007,89
758,32;10,19;949,50;542,25;46,20;55,37;11,07;52,28;2015,18
752,20;10,16;949,89;543,38;45,43;55,01;11,00;52,31;1998,73
751,14;10,16;949,50;549,25;45,26;54,72;10,94;52,33;1983,90
760,61;10,17;949,23;550,50;44,98;54,55;10,91;52,34;1974,47
761,10;10,18;949,50;545,88;45,40;54,46;10,89;52,35;1994,75
752,86;10,16;949,36;541,50;45,34;54,46;10,89;52,35;1994,20
755,96;10,18;949,50;547,88;45,05;54,51;10,90;52,35;1980,23
761,10;10,16;949,23;543,50;45,16;54,62;10,92;52,35;1971,55
761,34;10,17;949,89;547,62;44,99;54,77;10,95;52,34;1964,37
755,87;10,17;949,50;551,00;44,85;54,96;10,99;52,33;1969,70
750,98;10,18;949,23;544,25;46,42;55,18;11,04;52,32;1994,39
759,63;10,18;949,50;544,50;46,03;55,42;11,08;52,31;1992,26
760,52;10,18;949,63;542,62;45,32;55,66;11,13;52,30;1972,34
758,98;10,18;949,36;544,25;46,80;55,90;11,18;52,29;2018,58
753,43;10,18;949,50;545,25;47,23;56,13;11,23;52,28;2040,67
755,14;10,18;949,23;548,00;47,44;56,36;11,27;52,27;2046,98
761,59;10,18;949,50;549,25;47,99;56,57;11,31;52,27;2051,64
758,89;10,18;949,63;547,00;46,95;56,77;11,35;52,29;2003,67
751,80;10,18;949,36;545,37;46,19;56,95;11,39;52,30;2013,84
752,78;10,17;949,50;545,00;46,83;57,11;11,42;52,30;2026,86
759,06;10,16;949,36;558,00;47,10;57,27;11,45;52,32;2012,86
759,38;10,12;949,23;543,38;46,77;57,41;11,48;52,32;2005,32
753,84;10,24;949,36;548,00;46,32;57,53;11,51;52,31;2022,13
755,63;10,21;949,76;542,88;47,50;57,63;11,53;52,31;2053,53
753,43;10,26;949,50;545,25;47,45;57,72;11,54;52,29;2033,10
760,52;10,24;948,97;545,00;47,36;57,80;11,56;52,27;2030,33
761,42;10,22;949,50;541,25;47,31;57,89;11,58;52,26;2040,00
760,20;10,20;949,76;545,13;47,38;57,97;11,59;52,25;2033,37
757,83;10,16;949,23;551,00;47,87;58,04;11,61;52,23;2037,63
750,57;10,18;949,36;550,38;47,09;58,12;11,62;52,21;2026,74
758,89;10,18;949,23;543,75;46,02;58,18;11,64;52,19;2001,77
760,85;10,16;949,36;543,75;46,21;58,21;11,64;52,17;2014,12
761,02;10,19;949,76;546,50;46,38;58,17;11,63;52,15;2025,17
753,02;10,17;949,50;541,25;46,76;58,07;11,61;52,12;2018,70
753,18;10,18;949,50;546,25;47,16;57,90;11,58;52,09;2029,62
760,69;10,18;949,76;548,50;46,30;57,62;11,52;52,08;2009,58
761,42;10,18;949,36;541,75;46,51;57,30;11,46;52,07;2028,24
757,34;10,18;949,23;548,25;48,14;56,92;11,38;52,07;2042,48
754,08;10,18;949,23;544,75;46,80;56,51;11,30;52,07;2018,34
762,89;10,18;949,63;544,13;46,14;56,05;11,21;52,08;2000,86
768,44;10,18;949,89;543,50;46,09;55,64;11,13;52,09;2006,98
766,56;10,18;949,23;543,63;46,11;55,25;11,05;52,11;2003,59
768,52;10,18;949,23;551,25;46,47;54,94;10,99;52,13;2025,09
753,59;10,18;949,36;545,13;46,21;54,78;10,96;52,14;2016,37
755,14;10,18;949,50;546,50;45,44;54,67;10,93;52,16;1997,79
752,45;10,18;949,89;548,37;46,02;54,66;10,93;52,18;2022,44
757,43;10,18;949,23;544,50;45,49;54,72;10,94;52,20;1978,85
759,55;10,11;949,36;543,87;45,82;54,83;10,97;52,23;2007,61
753,51;10,13;949,36;552,75;46,21;55,00;11,00;52,24;1961,22
754,49;10,17;949,50;545,00;46,12;55,20;11,04;52,26;1990,73
758,32;10,26;949,36;547,12;46,98;55,44;11,09;52,26;2025,64
753,10;10,25;949,36;546,00;47,10;55,67;11,13;52,25;2017,24
754,49;10,24;949,63;546,38;48,23;55,92;11,18;52,25;2045,80
765,42;10,22;949,36;549,63;46,41;56,19;11,24;52,26;1983,90
756,04;10,18;949,50;547,12;47,16;56,46;11,29;52,27;2001,61
752,69;10,15;949,63;550,50;47,81;56,73;11,35;52,29;2011,99
753,67;10,18;949,50;544,25;46,19;56,98;11,40;52,31;2007,33
751,71;10,17;948,97;542,12;46,38;57,19;11,44;52,32;1994,95
761,26;10,18;949,36;545,88;46,68;57,41;11,48;52,33;2034,59
762,08;10,20;949,63;542,38;46,05;57,58;11,52;52,33;2004,57
760,36;10,16;949,76;543,38;46,72;57,73;11,55;52,32;2026,47
753,84;10,22;949,10;549,37;46,36;57,87;11,57;52,30;2001,89
756,45;10,21;949,50;545,25;46,00;58,00;11,60;52,29;1997,20
761,42;10,20;949,50;544,87;47,45;58,11;11,62;52,28;2048,05
759,30;10,19;949,50;547,88;47,03;58,21;11,64;52,27;2023,75
754,98;10,19;949,50;547,12;46,98;58,29;11,66;52,24;2020,16
755,22;10,19;949,50;539,75;47,18;58,34;11,67;52,23;2021,65
759,46;10,18;949,23;538,88;46,29;58,32;11,66;52,22;2023,35
754,49;10,18;949,50;538,25;46,67;58,24;11,65;52,21;2035,50
753,34;10,18;949,50;546,75;47,30;58,06;11,61;52,21;2025,28
761,34;10,18;949,50;541,62;47,13;57,83;11,57;52,20;2023,27
760,04;10,18;949,36;545,75;47,18;57,51;11,50;52,20;2005,91
759,79;10,18;949,36;547,75;46,61;57,13;11,43;52,20;2010,41
751,80;10,18;949,63;544,50;46,82;56,70;11,34;52,21;1998,85
750,98;10,06;949,50;549,50;47,33;56,25;11,25;52,22;2039,64
759,71;10,08;949,63;539,50;45,82;55,78;11,16;52,24;1992,34
758,40;10,15;949,23;548,25;45,76;55,33;11,07;52,25;1984,45
754,57;10,24;949,36;547,62;46,85;54,92;10,98;52,26;2052,74
760,04;10,25;949,63;547,88;46,94;54,61;10,92;52,26;2037,95
761,83;10,24;949,76;543,12;47,44;54,41;10,88;52,26;2040,24
761,59;10,22;949,23;544,25;46,99;54,30;10,86;52,27;2007,57
758,89;10,19;949,10;545,13;47,36;54,27;10,85;52,28;2028,91
757,83;10,17;949,63;545,37;47,50;54,32;10,86;52,30;2016,61
751,63;10,17;949,76;552,75;46,32;54,42;10,88;52,31;1998,50
760,04;10,17;949,36;549,50;45,80;54,57;10,91;52,33;1978,46
761,67;10,17;949,36;547,62;46,36;54,75;10,95;52,33;1990,02
761,10;10,19;949,50;533,12;48,07;54,96;10,99;52,33;1995,54
759,38;10,18;949,63;545,63;47,04;55,24;11,05;52,32;2009,03
753,26;10,19;949,36;550,25;47,86;55,45;11,09;52,30;2015,86
755,63;10,19;949,36;548,13;46,71;55,68;11,14;52,30;2011,59
751,22;10,19;949,63;553,63;48,01;55,92;11,18;52,29;2032,07
760,20;10,19;949,63;555,12;48,14;56,14;11,23;52,29;2048,17
757,59;10,19;949,23;544,00;47,12;56,36;11,27;52,29;2026,35
758,73;10,18;949,36;539,63;46,71;56,55;11,31;52,29;2011,63
755,14;10,18;949,50;547,75;47,34;56,75;11,35;52,29;2037,32
759,87;10,18;949,50;546,38;46,59;56,89;11,38;52,28;2027,45
760,77;10,18;949,50;546,25;47,69;57,11;11,42;52,27;2039,68
754,65;10,18;949,23;541,62;47,44;57,26;11,45;52,24;2040,12
757,67;10,18;949,23;542,12;46,59;57,41;11,48;52,24;2010,53
761,67;10,18;949,63;547,00;47,69;57,56;11,51;52,23;2036,88
762,08;10,18;949,23;549,37;47,18;57,69;11,54;52,22;2019,17
758,40;10,07;949,23;542,75;47,34;57,84;11,57;52,23;2012,90
769,17;10,07;949,36;537,12;46,83;57,97;11,59;52,23;1999,29
764,20;10,22;949,76;542,62;46,38;58,09;11,62;52,20;2015,54
765,99;10,22;949,63;539,37;47,78;58,22;11,64;52,18;2052,70
754,65;10,24;949,50;544,87;47,96;58,31;11,66;52,16;2073,89
746,57;10,22;949,23;546,12;47,29;58,38;11,68;52,13;2038,11
751,88;10,22;949,63;542,12;48,10;58,39;11,68;52,12;2043,31
758,40;10,18;949,36;545,37;47,71;58,34;11,67;52,12;2027,49
754,65;10,16;949,10;540,50;47,53;58,22;11,64;52,14;2037,59
750,90;10,18;949,76;552,87;46,83;58,00;11,60;52,17;2009,74
749,27;10,17;949,63;537,50;46,20;57,71;11,54;52,18;1988,16
751,22;10,17;949,36;542,12;46,21;57,36;11,47;52,19;2007,97
757,10;10,18;949,36;547,25;46,67;56,96;11,39;52,19;2011,32
755,79;10,18;949,76;542,75;46,03;56,53;11,31;52,20;2016,96
754,81;10,17;949,10;546,50;46,47;56,03;11,21;52,20;2004,26
759,46;10,18;949,36;552,00;45,82;55,57;11,11;52,21;1985,20
757,91;10,18;949,36;547,50;47,06;55,16;11,03;52,22;2032,03
758,89;10,18;949,76;545,50;46,40;54,84;10,97;52,24;2029,66
758,40;10,18;949,50;550,00;46,36;54,62;10,92;52,26;1999,21
753,10;10,18;949,50;536,25;45,97;54,48;10,90;52,28;1985,56
761,26;10,18;949,36;550,50;46,02;54,43;10,89;52,30;1995,07
762,97;10,18;949,23;544,00;46,97;54,45;10,89;52,31;2014,44
758,32;10,18;949,50;542,00;46,89;54,52;10,90;52,33;2015,70
754,41;10,18;949,63;546,38;46,76;54,65;10,93;52,33;1981,53
751,88;10,18;949,36;537,38;47,40;54,80;10,96;52,33;2003,51
759,55;10,18;949,23;546,75;47,24;54,98;11,00;52,32;2019,41
760,44;10,13;949,63;552,50;45,84;55,19;11,04;52,34;1990,61
757,02;10,09;949,63;547,38;46,92;55,41;11,08;52,34;2020,91
751,55;10,17;949,76;543,50;46,21;55,64;11,13;52,34;1985,76
759,63;10,25;949,23;551,25;46,91;55,88;11,18;52,34;1994,20
760,20;10,23;949,23;546,88;48,74;56,11;11,22;52,34;2094,12
760,36;10,25;949,76;548,63;49,25;56,31;11,26;52,34;2090,73
